dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
5/1/2013,22.082,0.82,Beirut,Lebanon,34.56N,35.03E
6/1/2013,24.131,0.856,Beirut,Lebanon,34.56N,35.03E
7/1/2013,25.697,1.032,Beirut,Lebanon,34.56N,35.03E
8/1/2013,26.9,0.707,Beirut,Lebanon,34.56N,35.03E
9/1/2013,,,Beirut,Lebanon,34.56N,35.03E
1/1/2012,26.913,0.578,Bekasi,Indonesia,5.63S,106.55E
2/1/2012,27.287,0.388,Bekasi,Indonesia,5.63S,106.55E
3/1/2012,27.691,0.229,Bekasi,Indonesia,5.63S,106.55E
4/1/2012,27.609,0.267,Bekasi,Indonesia,5.63S,106.55E
5/1/2012,28.129,0.181,Bekasi,Indonesia,5.63S,106.55E
6/1/2012,27.718,0.257,Bekasi,Indonesia,5.63S,106.55E
7/1/2012,27.101,0.249,Bekasi,Indonesia,5.63S,106.55E
8/1/2012,27.049,0.192,Bekasi,Indonesia,5.63S,106.55E
9/1/2012,27.433,0.403,Bekasi,Indonesia,5.63S,106.55E
10/1/2012,27.317,0.616,Bekasi,Indonesia,5.63S,106.55E
11/1/2012,27.094,0.349,Bekasi,Indonesia,5.63S,106.55E
12/1/2012,27.011,0.314,Bekasi,Indonesia,5.63S,106.55E
1/1/2013,26.742,0.348,Bekasi,Indonesia,5.63S,106.55E
2/1/2013,27.34,0.321,Bekasi,Indonesia,5.63S,106.55E
3/1/2013,27.719,0.75,Bekasi,Indonesia,5.63S,106.55E
4/1/2013,27.642,0.766,Bekasi,Indonesia,5.63S,106.55E
5/1/2013,27.936,0.23,Bekasi,Indonesia,5.63S,106.55E
6/1/2013,27.879,0.553,Bekasi,Indonesia,5.63S,106.55E
7/1/2013,26.858,0.79,Bekasi,Indonesia,5.63S,106.55E
8/1/2013,26.869,0.418,Bekasi,Indonesia,5.63S,106.55E
9/1/2013,,,Bekasi,Indonesia,5.63S,106.55E
1/1/2012,26.882,0.366,Belém,Brazil,0.80S,49.02W
2/1/2012,27.164,0.689,Belém,Brazil,0.80S,49.02W
3/1/2012,27.476,0.208,Belém,Brazil,0.80S,49.02W
4/1/2012,27.47,0.468,Belém,Brazil,0.80S,49.02W
5/1/2012,27.298,0.558,Belém,Brazil,0.80S,49.02W
6/1/2012,27.039,0.196,Belém,Brazil,0.80S,49.02W
7/1/2012,27.012,0.293,Belém,Brazil,0.80S,49.02W
8/1/2012,27.329,0.286,Belém,Brazil,0.80S,49.02W
9/1/2012,27.545,0.438,Belém,Brazil,0.80S,49.02W
10/1/2012,28.225,0.375,Belém,Brazil,0.80S,49.02W
11/1/2012,28.396,0.486,Belém,Brazil,0.80S,49.02W
12/1/2012,27.567,0.667,Belém,Brazil,0.80S,49.02W
1/1/2013,27.376,0.308,Belém,Brazil,0.80S,49.02W
2/1/2013,27.684,0.428,Belém,Brazil,0.80S,49.02W
3/1/2013,28.534,0.683,Belém,Brazil,0.80S,49.02W
4/1/2013,27.968,0.41,Belém,Brazil,0.80S,49.02W
5/1/2013,27.29,0.512,Belém,Brazil,0.80S,49.02W
6/1/2013,27.23,0.317,Belém,Brazil,0.80S,49.02W
7/1/2013,27.271,0.777,Belém,Brazil,0.80S,49.02W
8/1/2013,28.031,1.303,Belém,Brazil,0.80S,49.02W
9/1/2013,,,Belém,Brazil,0.80S,49.02W
1/1/2012,26.459,0.296,Belawan,Indonesia,4.02N,98.84E
2/1/2012,26.756,0.172,Belawan,Indonesia,4.02N,98.84E
3/1/2012,26.881,0.246,Belawan,Indonesia,4.02N,98.84E
4/1/2012,27.23,0.231,Belawan,Indonesia,4.02N,98.84E
5/1/2012,28.032,0.279,Belawan,Indonesia,4.02N,98.84E
6/1/2012,28.699,0.33,Belawan,Indonesia,4.02N,98.84E
7/1/2012,27.997,0.478,Belawan,Indonesia,4.02N,98.84E
8/1/2012,28.055,0.327,Belawan,Indonesia,4.02N,98.84E
9/1/2012,27.512,0.239,Belawan,Indonesia,4.02N,98.84E
10/1/2012,27.002,0.446,Belawan,Indonesia,4.02N,98.84E
11/1/2012,27.13,0.351,Belawan,Indonesia,4.02N,98.84E
12/1/2012,26.678,0.348,Belawan,Indonesia,4.02N,98.84E
1/1/2013,26.902,0.311,Belawan,Indonesia,4.02N,98.84E
2/1/2013,26.532,0.229,Belawan,Indonesia,4.02N,98.84E
3/1/2013,27.924,0.239,Belawan,Indonesia,4.02N,98.84E
4/1/2013,27.939,0.333,Belawan,Indonesia,4.02N,98.84E
5/1/2013,28.644,0.223,Belawan,Indonesia,4.02N,98.84E
6/1/2013,28.952,0.336,Belawan,Indonesia,4.02N,98.84E
7/1/2013,28.17,0.253,Belawan,Indonesia,4.02N,98.84E
8/1/2013,27.98,0.302,Belawan,Indonesia,4.02N,98.84E
9/1/2013,,,Belawan,Indonesia,4.02N,98.84E
1/1/2012,6.765,0.352,Belfast,United Kingdom,55.45N,5.67W
2/1/2012,7.043,0.156,Belfast,United Kingdom,55.45N,5.67W
3/1/2012,8.635,0.375,Belfast,United Kingdom,55.45N,5.67W
4/1/2012,6.433,0.333,Belfast,United Kingdom,55.45N,5.67W
5/1/2012,9.969,0.345,Belfast,United Kingdom,55.45N,5.67W
6/1/2012,10.566,0.181,Belfast,United Kingdom,55.45N,5.67W
7/1/2012,12.407,0.32,Belfast,United Kingdom,55.45N,5.67W
8/1/2012,14.377,0.284,Belfast,United Kingdom,55.45N,5.67W
9/1/2012,11.941,0.238,Belfast,United Kingdom,55.45N,5.67W
10/1/2012,8.922,0.278,Belfast,United Kingdom,55.45N,5.67W
11/1/2012,7.76,0.321,Belfast,United Kingdom,55.45N,5.67W
12/1/2012,6.409,0.348,Belfast,United Kingdom,55.45N,5.67W
1/1/2013,5.952,0.383,Belfast,United Kingdom,55.45N,5.67W
2/1/2013,4.766,0.241,Belfast,United Kingdom,55.45N,5.67W
3/1/2013,3.366,0.48,Belfast,United Kingdom,55.45N,5.67W
4/1/2013,6.111,0.385,Belfast,United Kingdom,55.45N,5.67W
5/1/2013,8.751,0.306,Belfast,United Kingdom,55.45N,5.67W
6/1/2013,11.739,0.251,Belfast,United Kingdom,55.45N,5.67W
7/1/2013,15.296,0.615,Belfast,United Kingdom,55.45N,5.67W
8/1/2013,14.098,0.46,Belfast,United Kingdom,55.45N,5.67W
9/1/2013,,,Belfast,United Kingdom,55.45N,5.67W
1/1/2012,25.081,0.621,Belford Roxo,Brazil,23.31S,42.82W
2/1/2012,27.449,0.363,Belford Roxo,Brazil,23.31S,42.82W
3/1/2012,26.717,0.257,Belford Roxo,Brazil,23.31S,42.82W
4/1/2012,26.042,0.295,Belford Roxo,Brazil,23.31S,42.82W
5/1/2012,24.023,0.359,Belford Roxo,Brazil,23.31S,42.82W
6/1/2012,24.865,0.521,Belford Roxo,Brazil,23.31S,42.82W
7/1/2012,23.735,0.582,Belford Roxo,Brazil,23.31S,42.82W
8/1/2012,23.517,0.555,Belford Roxo,Brazil,23.31S,42.82W
9/1/2012,23.186,0.586,Belford Roxo,Brazil,23.31S,42.82W
10/1/2012,23.588,1.336,Belford Roxo,Brazil,23.31S,42.82W
11/1/2012,23.807,0.474,Belford Roxo,Brazil,23.31S,42.82W
12/1/2012,26.051,1.146,Belford Roxo,Brazil,23.31S,42.82W
1/1/2013,26.009,0.953,Belford Roxo,Brazil,23.31S,42.82W
2/1/2013,27.19,0.55,Belford Roxo,Brazil,23.31S,42.82W
3/1/2013,26.859,0.585,Belford Roxo,Brazil,23.31S,42.82W
4/1/2013,25.357,0.426,Belford Roxo,Brazil,23.31S,42.82W
5/1/2013,24.443,0.551,Belford Roxo,Brazil,23.31S,42.82W
6/1/2013,24.703,0.406,Belford Roxo,Brazil,23.31S,42.82W
7/1/2013,23.768,0.873,Belford Roxo,Brazil,23.31S,42.82W
8/1/2013,23.175,0.663,Belford Roxo,Brazil,23.31S,42.82W
9/1/2013,,,Belford Roxo,Brazil,23.31S,42.82W
1/1/2012,24.218,0.318,Belgaum,India,15.27N,74.17E
2/1/2012,25.75,0.244,Belgaum,India,15.27N,74.17E
3/1/2012,27.329,0.371,Belgaum,India,15.27N,74.17E
4/1/2012,28.97,0.494,Belgaum,India,15.27N,74.17E
5/1/2012,29.168,0.231,Belgaum,India,15.27N,74.17E
6/1/2012,26.849,0.699,Belgaum,India,15.27N,74.17E
7/1/2012,25.879,0.27,Belgaum,India,15.27N,74.17E
8/1/2012,25.64,0.282,Belgaum,India,15.27N,74.17E
9/1/2012,25.854,0.287,Belgaum,India,15.27N,74.17E
10/1/2012,26.56,0.51,Belgaum,India,15.27N,74.17E
11/1/2012,25.961,0.401,Belgaum,India,15.27N,74.17E
12/1/2012,25.772,0.407,Belgaum,India,15.27N,74.17E
1/1/2013,25.139,0.473,Belgaum,India,15.27N,74.17E
2/1/2013,26.296,0.691,Belgaum,India,15.27N,74.17E
3/1/2013,28.243,0.502,Belgaum,India,15.27N,74.17E
4/1/2013,28.789,0.57,Belgaum,India,15.27N,74.17E
5/1/2013,29.583,0.342,Belgaum,India,15.27N,74.17E
6/1/2013,25.987,0.319,Belgaum,India,15.27N,74.17E
7/1/2013,24.778,0.395,Belgaum,India,15.27N,74.17E
8/1/2013,25.328,0.262,Belgaum,India,15.27N,74.17E
9/1/2013,,,Belgaum,India,15.27N,74.17E
1/1/2012,-5.909,0.293,Belgorod,Russia,50.63N,36.76E
2/1/2012,-11.656,0.157,Belgorod,Russia,50.63N,36.76E
3/1/2012,-1.785,0.248,Belgorod,Russia,50.63N,36.76E
4/1/2012,12.321,0.491,Belgorod,Russia,50.63N,36.76E
5/1/2012,18.428,0.373,Belgorod,Russia,50.63N,36.76E
6/1/2012,19.958,0.299,Belgorod,Russia,50.63N,36.76E
7/1/2012,22.732,0.347,Belgorod,Russia,50.63N,36.76E
8/1/2012,20.77,0.354,Belgorod,Russia,50.63N,36.76E
9/1/2012,15.195,0.237,Belgorod,Russia,50.63N,36.76E
10/1/2012,9.567,0.463,Belgorod,Russia,50.63N,36.76E
11/1/2012,2.898,0.306,Belgorod,Russia,50.63N,36.76E
12/1/2012,-6.402,0.534,Belgorod,Russia,50.63N,36.76E
1/1/2013,-5.552,1.273,Belgorod,Russia,50.63N,36.76E
2/1/2013,-2.736,0.338,Belgorod,Russia,50.63N,36.76E
3/1/2013,-2.908,0.546,Belgorod,Russia,50.63N,36.76E
4/1/2013,9.402,0.337,Belgorod,Russia,50.63N,36.76E
5/1/2013,19.058,0.285,Belgorod,Russia,50.63N,36.76E
6/1/2013,20.936,0.211,Belgorod,Russia,50.63N,36.76E
7/1/2013,20.191,0.19,Belgorod,Russia,50.63N,36.76E
8/1/2013,20.372,0.586,Belgorod,Russia,50.63N,36.76E
9/1/2013,,,Belgorod,Russia,50.63N,36.76E
1/1/2012,-0.384,0.63,Belgrade,Serbia,44.20N,20.12E
2/1/2012,-4.935,0.384,Belgrade,Serbia,44.20N,20.12E
3/1/2012,7.563,0.313,Belgrade,Serbia,44.20N,20.12E
4/1/2012,11.697,0.312,Belgrade,Serbia,44.20N,20.12E
5/1/2012,15.468,0.379,Belgrade,Serbia,44.20N,20.12E
6/1/2012,21.758,0.485,Belgrade,Serbia,44.20N,20.12E
7/1/2012,24.301,0.544,Belgrade,Serbia,44.20N,20.12E
8/1/2012,23.415,0.491,Belgrade,Serbia,44.20N,20.12E
9/1/2012,19.028,0.59,Belgrade,Serbia,44.20N,20.12E
10/1/2012,12.496,0.416,Belgrade,Serbia,44.20N,20.12E
11/1/2012,8.333,0.358,Belgrade,Serbia,44.20N,20.12E
12/1/2012,-0.182,0.279,Belgrade,Serbia,44.20N,20.12E
1/1/2013,0.986,0.405,Belgrade,Serbia,44.20N,20.12E
2/1/2013,2.869,0.826,Belgrade,Serbia,44.20N,20.12E
3/1/2013,5.188,0.417,Belgrade,Serbia,44.20N,20.12E
4/1/2013,12.618,0.498,Belgrade,Serbia,44.20N,20.12E
5/1/2013,16.983,0.477,Belgrade,Serbia,44.20N,20.12E
6/1/2013,19.364,0.446,Belgrade,Serbia,44.20N,20.12E
7/1/2013,21.88,0.374,Belgrade,Serbia,44.20N,20.12E
8/1/2013,22.866,0.619,Belgrade,Serbia,44.20N,20.12E
9/1/2013,,,Belgrade,Serbia,44.20N,20.12E
1/1/2012,24.566,0.302,Bellary,India,15.27N,77.50E
2/1/2012,27.405,0.662,Bellary,India,15.27N,77.50E
3/1/2012,30.872,0.479,Bellary,India,15.27N,77.50E
4/1/2012,32.07,0.542,Bellary,India,15.27N,77.50E
5/1/2012,32.954,0.318,Bellary,India,15.27N,77.50E
6/1/2012,31.043,0.513,Bellary,India,15.27N,77.50E
7/1/2012,28.69,0.419,Bellary,India,15.27N,77.50E
8/1/2012,28.277,0.395,Bellary,India,15.27N,77.50E
9/1/2012,28.091,0.576,Bellary,India,15.27N,77.50E
10/1/2012,26.86,0.507,Bellary,India,15.27N,77.50E
11/1/2012,25.434,0.589,Bellary,India,15.27N,77.50E
12/1/2012,24.806,0.669,Bellary,India,15.27N,77.50E
1/1/2013,25.435,0.571,Bellary,India,15.27N,77.50E
2/1/2013,27.426,0.515,Bellary,India,15.27N,77.50E
3/1/2013,30.693,0.449,Bellary,India,15.27N,77.50E
4/1/2013,33.048,0.54,Bellary,India,15.27N,77.50E
5/1/2013,33.602,0.724,Bellary,India,15.27N,77.50E
6/1/2013,29.279,0.636,Bellary,India,15.27N,77.50E
7/1/2013,27.5,0.31,Bellary,India,15.27N,77.50E
8/1/2013,27.524,0.407,Bellary,India,15.27N,77.50E
9/1/2013,,,Bellary,India,15.27N,77.50E
1/1/2012,1.338,0.299,Bellevue,United States,47.42N,121.97W
2/1/2012,2.773,0.165,Bellevue,United States,47.42N,121.97W
3/1/2012,2.968,0.163,Bellevue,United States,47.42N,121.97W
4/1/2012,7.063,0.272,Bellevue,United States,47.42N,121.97W
5/1/2012,9.642,0.268,Bellevue,United States,47.42N,121.97W
6/1/2012,11.212,0.227,Bellevue,United States,47.42N,121.97W
7/1/2012,15.645,0.304,Bellevue,United States,47.42N,121.97W
8/1/2012,17.005,0.261,Bellevue,United States,47.42N,121.97W
9/1/2012,14.241,0.332,Bellevue,United States,47.42N,121.97W
10/1/2012,8.671,0.227,Bellevue,United States,47.42N,121.97W
11/1/2012,4.831,0.293,Bellevue,United States,47.42N,121.97W
12/1/2012,1.517,0.538,Bellevue,United States,47.42N,121.97W
1/1/2013,0.98,0.309,Bellevue,United States,47.42N,121.97W
2/1/2013,2.943,0.348,Bellevue,United States,47.42N,121.97W
3/1/2013,4.766,0.232,Bellevue,United States,47.42N,121.97W
4/1/2013,6.38,0.269,Bellevue,United States,47.42N,121.97W
5/1/2013,11.079,0.284,Bellevue,United States,47.42N,121.97W
6/1/2013,13.938,0.369,Bellevue,United States,47.42N,121.97W
7/1/2013,17.033,0.248,Bellevue,United States,47.42N,121.97W
8/1/2013,16.928,0.259,Bellevue,United States,47.42N,121.97W
9/1/2013,15.471,1.126,Bellevue,United States,47.42N,121.97W
1/1/2012,18.981,0.432,Bello,Colombia,5.63N,75.87W
2/1/2012,19.623,0.223,Bello,Colombia,5.63N,75.87W
3/1/2012,19.857,0.344,Bello,Colombia,5.63N,75.87W
4/1/2012,19.217,0.692,Bello,Colombia,5.63N,75.87W
5/1/2012,19.966,0.485,Bello,Colombia,5.63N,75.87W
6/1/2012,20.546,0.421,Bello,Colombia,5.63N,75.87W
7/1/2012,20.418,0.528,Bello,Colombia,5.63N,75.87W
8/1/2012,20.269,0.418,Bello,Colombia,5.63N,75.87W
9/1/2012,20.279,0.615,Bello,Colombia,5.63N,75.87W
10/1/2012,19.131,0.257,Bello,Colombia,5.63N,75.87W
11/1/2012,19.366,0.549,Bello,Colombia,5.63N,75.87W
12/1/2012,19.289,0.536,Bello,Colombia,5.63N,75.87W
1/1/2013,19.998,1.036,Bello,Colombia,5.63N,75.87W
2/1/2013,19.482,0.525,Bello,Colombia,5.63N,75.87W
3/1/2013,20.133,0.54,Bello,Colombia,5.63N,75.87W
4/1/2013,20.155,0.486,Bello,Colombia,5.63N,75.87W
5/1/2013,19.644,0.474,Bello,Colombia,5.63N,75.87W
6/1/2013,20.36,0.318,Bello,Colombia,5.63N,75.87W
7/1/2013,20.507,0.267,Bello,Colombia,5.63N,75.87W
8/1/2013,20.087,0.285,Bello,Colombia,5.63N,75.87W
9/1/2013,,,Bello,Colombia,5.63N,75.87W
1/1/2012,22.278,0.202,Belo Horizonte,Brazil,20.09S,44.36W
2/1/2012,23.842,0.361,Belo Horizonte,Brazil,20.09S,44.36W
3/1/2012,23.299,0.244,Belo Horizonte,Brazil,20.09S,44.36W
4/1/2012,22.683,0.212,Belo Horizonte,Brazil,20.09S,44.36W
5/1/2012,19.47,0.17,Belo Horizonte,Brazil,20.09S,44.36W
6/1/2012,20.333,0.375,Belo Horizonte,Brazil,20.09S,44.36W
7/1/2012,19.442,0.375,Belo Horizonte,Brazil,20.09S,44.36W
8/1/2012,19.983,0.852,Belo Horizonte,Brazil,20.09S,44.36W
9/1/2012,22.683,0.303,Belo Horizonte,Brazil,20.09S,44.36W
10/1/2012,24.13,0.762,Belo Horizonte,Brazil,20.09S,44.36W
11/1/2012,23.033,0.384,Belo Horizonte,Brazil,20.09S,44.36W
12/1/2012,24.762,1.071,Belo Horizonte,Brazil,20.09S,44.36W
1/1/2013,23.094,0.377,Belo Horizonte,Brazil,20.09S,44.36W
2/1/2013,24.088,0.943,Belo Horizonte,Brazil,20.09S,44.36W
3/1/2013,23.435,0.466,Belo Horizonte,Brazil,20.09S,44.36W
4/1/2013,21.706,0.761,Belo Horizonte,Brazil,20.09S,44.36W
5/1/2013,20.316,0.412,Belo Horizonte,Brazil,20.09S,44.36W
6/1/2013,19.97,0.554,Belo Horizonte,Brazil,20.09S,44.36W
7/1/2013,19.498,0.498,Belo Horizonte,Brazil,20.09S,44.36W
8/1/2013,20.582,0.442,Belo Horizonte,Brazil,20.09S,44.36W
9/1/2013,,,Belo Horizonte,Brazil,20.09S,44.36W
1/1/2012,9.609,0.368,Bene Beraq,Israel,32.95N,35.43E
2/1/2012,10.434,0.235,Bene Beraq,Israel,32.95N,35.43E
3/1/2012,12.673,0.142,Bene Beraq,Israel,32.95N,35.43E
4/1/2012,18.699,0.295,Bene Beraq,Israel,32.95N,35.43E
5/1/2012,21.965,0.198,Bene Beraq,Israel,32.95N,35.43E
6/1/2012,26.072,0.692,Bene Beraq,Israel,32.95N,35.43E
7/1/2012,28.525,0.33,Bene Beraq,Israel,32.95N,35.43E
8/1/2012,27.898,0.872,Bene Beraq,Israel,32.95N,35.43E
9/1/2012,26.22,0.183,Bene Beraq,Israel,32.95N,35.43E
10/1/2012,23.187,0.339,Bene Beraq,Israel,32.95N,35.43E
11/1/2012,18.265,0.255,Bene Beraq,Israel,32.95N,35.43E
12/1/2012,13.098,0.362,Bene Beraq,Israel,32.95N,35.43E
1/1/2013,11.289,1.057,Bene Beraq,Israel,32.95N,35.43E
2/1/2013,13.161,1.28,Bene Beraq,Israel,32.95N,35.43E
3/1/2013,15.52,1.147,Bene Beraq,Israel,32.95N,35.43E
4/1/2013,17.647,1.179,Bene Beraq,Israel,32.95N,35.43E
5/1/2013,22.583,0.61,Bene Beraq,Israel,32.95N,35.43E
6/1/2013,24.841,1.255,Bene Beraq,Israel,32.95N,35.43E
7/1/2013,26.377,0.976,Bene Beraq,Israel,32.95N,35.43E
8/1/2013,27.24,0.719,Bene Beraq,Israel,32.95N,35.43E
9/1/2013,,,Bene Beraq,Israel,32.95N,35.43E
1/1/2012,2.036,0.49,Bengbu,China,32.95N,117.77E
2/1/2012,2.827,0.333,Bengbu,China,32.95N,117.77E
3/1/2012,8.776,0.23,Bengbu,China,32.95N,117.77E
4/1/2012,17.766,0.273,Bengbu,China,32.95N,117.77E
5/1/2012,22.785,0.212,Bengbu,China,32.95N,117.77E
6/1/2012,25.999,0.469,Bengbu,China,32.95N,117.77E
7/1/2012,29.441,0.423,Bengbu,China,32.95N,117.77E
8/1/2012,27.602,0.325,Bengbu,China,32.95N,117.77E
9/1/2012,22.325,0.522,Bengbu,China,32.95N,117.77E
10/1/2012,17.923,0.207,Bengbu,China,32.95N,117.77E
11/1/2012,9.418,0.353,Bengbu,China,32.95N,117.77E
12/1/2012,2.477,0.235,Bengbu,China,32.95N,117.77E
1/1/2013,1.634,0.415,Bengbu,China,32.95N,117.77E
2/1/2013,4.571,0.428,Bengbu,China,32.95N,117.77E
3/1/2013,10.56,0.413,Bengbu,China,32.95N,117.77E
4/1/2013,15.358,0.469,Bengbu,China,32.95N,117.77E
5/1/2013,21.956,0.292,Bengbu,China,32.95N,117.77E
6/1/2013,25.423,0.816,Bengbu,China,32.95N,117.77E
7/1/2013,30.233,0.664,Bengbu,China,32.95N,117.77E
8/1/2013,30.322,0.705,Bengbu,China,32.95N,117.77E
9/1/2013,,,Bengbu,China,32.95N,117.77E
1/1/2012,12.25,0.548,Benghazi,Libya,32.95N,20.11E
2/1/2012,11.953,0.764,Benghazi,Libya,32.95N,20.11E
3/1/2012,14.332,0.182,Benghazi,Libya,32.95N,20.11E
4/1/2012,18.557,0.598,Benghazi,Libya,32.95N,20.11E
5/1/2012,20.974,0.774,Benghazi,Libya,32.95N,20.11E
6/1/2012,24.352,1.022,Benghazi,Libya,32.95N,20.11E
7/1/2012,26.496,0.69,Benghazi,Libya,32.95N,20.11E
8/1/2012,26.512,0.689,Benghazi,Libya,32.95N,20.11E
9/1/2012,25.538,0.483,Benghazi,Libya,32.95N,20.11E
10/1/2012,24.195,0.573,Benghazi,Libya,32.95N,20.11E
11/1/2012,20.197,1.001,Benghazi,Libya,32.95N,20.11E
12/1/2012,14.71,0.508,Benghazi,Libya,32.95N,20.11E
1/1/2013,13.781,0.375,Benghazi,Libya,32.95N,20.11E
2/1/2013,13.688,0.496,Benghazi,Libya,32.95N,20.11E
3/1/2013,16.225,0.758,Benghazi,Libya,32.95N,20.11E
4/1/2013,18.633,0.541,Benghazi,Libya,32.95N,20.11E
5/1/2013,23.204,0.878,Benghazi,Libya,32.95N,20.11E
6/1/2013,23.58,0.94,Benghazi,Libya,32.95N,20.11E
7/1/2013,24.472,0.801,Benghazi,Libya,32.95N,20.11E
8/1/2013,25.848,0.998,Benghazi,Libya,32.95N,20.11E
9/1/2013,,,Benghazi,Libya,32.95N,20.11E
1/1/2012,26.773,0.555,Bengkulu,Indonesia,4.02S,102.05E
2/1/2012,26.712,0.314,Bengkulu,Indonesia,4.02S,102.05E
3/1/2012,27.098,0.319,Bengkulu,Indonesia,4.02S,102.05E
4/1/2012,26.891,0.486,Bengkulu,Indonesia,4.02S,102.05E
5/1/2012,27.371,0.288,Bengkulu,Indonesia,4.02S,102.05E
6/1/2012,27.046,0.493,Bengkulu,Indonesia,4.02S,102.05E
7/1/2012,26.255,0.287,Bengkulu,Indonesia,4.02S,102.05E
8/1/2012,26.359,0.357,Bengkulu,Indonesia,4.02S,102.05E
9/1/2012,26.243,0.266,Bengkulu,Indonesia,4.02S,102.05E
10/1/2012,26.191,0.461,Bengkulu,Indonesia,4.02S,102.05E
11/1/2012,26.283,0.412,Bengkulu,Indonesia,4.02S,102.05E
12/1/2012,26.316,0.376,Bengkulu,Indonesia,4.02S,102.05E
1/1/2013,26.51,0.627,Bengkulu,Indonesia,4.02S,102.05E
2/1/2013,26.771,0.448,Bengkulu,Indonesia,4.02S,102.05E
3/1/2013,27.632,0.268,Bengkulu,Indonesia,4.02S,102.05E
4/1/2013,27.19,0.534,Bengkulu,Indonesia,4.02S,102.05E
5/1/2013,27.358,0.221,Bengkulu,Indonesia,4.02S,102.05E
6/1/2013,27.013,0.512,Bengkulu,Indonesia,4.02S,102.05E
7/1/2013,25.913,0.47,Bengkulu,Indonesia,4.02S,102.05E
8/1/2013,26.026,0.505,Bengkulu,Indonesia,4.02S,102.05E
9/1/2013,,,Bengkulu,Indonesia,4.02S,102.05E
1/1/2012,24.104,0.644,Benguela,Angola,12.05S,13.15E
2/1/2012,24.553,0.638,Benguela,Angola,12.05S,13.15E
3/1/2012,27.027,1.45,Benguela,Angola,12.05S,13.15E
4/1/2012,26.301,0.642,Benguela,Angola,12.05S,13.15E
5/1/2012,24.844,0.741,Benguela,Angola,12.05S,13.15E
6/1/2012,21.837,0.801,Benguela,Angola,12.05S,13.15E
7/1/2012,20.424,0.805,Benguela,Angola,12.05S,13.15E
8/1/2012,20.713,1.039,Benguela,Angola,12.05S,13.15E
9/1/2012,21.452,1.118,Benguela,Angola,12.05S,13.15E
10/1/2012,22.758,0.827,Benguela,Angola,12.05S,13.15E
11/1/2012,24.732,0.928,Benguela,Angola,12.05S,13.15E
12/1/2012,24.594,1.485,Benguela,Angola,12.05S,13.15E
1/1/2013,26.377,1.399,Benguela,Angola,12.05S,13.15E
2/1/2013,27.633,1.495,Benguela,Angola,12.05S,13.15E
3/1/2013,28.085,0.899,Benguela,Angola,12.05S,13.15E
4/1/2013,26.983,1.257,Benguela,Angola,12.05S,13.15E
5/1/2013,25.646,1.031,Benguela,Angola,12.05S,13.15E
6/1/2013,22.832,0.784,Benguela,Angola,12.05S,13.15E
7/1/2013,20.677,0.65,Benguela,Angola,12.05S,13.15E
8/1/2013,20.43,1.262,Benguela,Angola,12.05S,13.15E
9/1/2013,,,Benguela,Angola,12.05S,13.15E
1/1/2012,12.382,0.466,Benha,Egypt,29.74N,31.38E
2/1/2012,13.955,0.443,Benha,Egypt,29.74N,31.38E
3/1/2012,16.461,0.346,Benha,Egypt,29.74N,31.38E
4/1/2012,22.612,0.16,Benha,Egypt,29.74N,31.38E
5/1/2012,26.428,0.26,Benha,Egypt,29.74N,31.38E
6/1/2012,28.905,0.338,Benha,Egypt,29.74N,31.38E
7/1/2012,30.263,0.63,Benha,Egypt,29.74N,31.38E
8/1/2012,29.799,0.615,Benha,Egypt,29.74N,31.38E
9/1/2012,27.467,0.391,Benha,Egypt,29.74N,31.38E
10/1/2012,25.086,0.326,Benha,Egypt,29.74N,31.38E
11/1/2012,20.931,0.51,Benha,Egypt,29.74N,31.38E
12/1/2012,15.522,0.292,Benha,Egypt,29.74N,31.38E
1/1/2013,14.187,0.259,Benha,Egypt,29.74N,31.38E
2/1/2013,15.931,0.46,Benha,Egypt,29.74N,31.38E
3/1/2013,19.695,0.253,Benha,Egypt,29.74N,31.38E
4/1/2013,21.146,0.477,Benha,Egypt,29.74N,31.38E
5/1/2013,27.1,0.254,Benha,Egypt,29.74N,31.38E
6/1/2013,28.392,0.482,Benha,Egypt,29.74N,31.38E
7/1/2013,28.217,0.874,Benha,Egypt,29.74N,31.38E
8/1/2013,28.588,0.75,Benha,Egypt,29.74N,31.38E
9/1/2013,,,Benha,Egypt,29.74N,31.38E
1/1/2012,12.382,0.466,Beni Suef,Egypt,29.74N,31.38E
2/1/2012,13.955,0.443,Beni Suef,Egypt,29.74N,31.38E
3/1/2012,16.461,0.346,Beni Suef,Egypt,29.74N,31.38E
4/1/2012,22.612,0.16,Beni Suef,Egypt,29.74N,31.38E
5/1/2012,26.428,0.26,Beni Suef,Egypt,29.74N,31.38E
6/1/2012,28.905,0.338,Beni Suef,Egypt,29.74N,31.38E
7/1/2012,30.263,0.63,Beni Suef,Egypt,29.74N,31.38E
8/1/2012,29.799,0.615,Beni Suef,Egypt,29.74N,31.38E
9/1/2012,27.467,0.391,Beni Suef,Egypt,29.74N,31.38E
10/1/2012,25.086,0.326,Beni Suef,Egypt,29.74N,31.38E
11/1/2012,20.931,0.51,Beni Suef,Egypt,29.74N,31.38E
12/1/2012,15.522,0.292,Beni Suef,Egypt,29.74N,31.38E
1/1/2013,14.187,0.259,Beni Suef,Egypt,29.74N,31.38E
2/1/2013,15.931,0.46,Beni Suef,Egypt,29.74N,31.38E
